100 -120.13239274
200 -120.13360830
300 -120.13407594
400 -120.13423782
500 -120.13430113
600 -120.13432699
700 -120.13433916
800 -120.13434822
900 -120.13435466
1000 -120.13435677
1200 -120.13436053
1400 -120.13436203
1600 -120.13436283
