100 -240.24258025
200 -240.24499919
300 -240.24592813
400 -240.24624877
500 -240.24637478
600 -240.24642682
700 -240.24645083
800 -240.24646875
900 -240.24648153
1000 -240.24648568
1200 -240.24649320
1400 -240.24649620
1600 -240.24649777
100 -240.24356451
200 -240.24598495
300 -240.24691361
400 -240.24723440
500 -240.24736046
600 -240.24741246
700 -240.24743650
800 -240.24745442
900 -240.24746719
1000 -240.24747135
1200 -240.24747887
1400 -240.24748188
1600 -240.24748345
1800 -240.24748440
