# E (eV)   ldos(E)   pdos(E)   
 -22.190  0.000E+00  0.000E+00
 -22.180  0.000E+00  0.000E+00
 -22.170  0.000E+00  0.000E+00
 -22.160  0.000E+00  0.000E+00
 -22.150  0.000E+00  0.000E+00
 -22.140  0.000E+00  0.000E+00
 -22.130  0.000E+00  0.000E+00
 -22.120  0.000E+00  0.000E+00
 -22.110  0.000E+00  0.000E+00
 -22.100  0.000E+00  0.000E+00
 -22.090  0.000E+00  0.000E+00
 -22.080  0.000E+00  0.000E+00
 -22.070  0.000E+00  0.000E+00
 -22.060  0.000E+00  0.000E+00
 -22.050  0.000E+00  0.000E+00
 -22.040  0.000E+00  0.000E+00
 -22.030  0.000E+00  0.000E+00
 -22.020  0.000E+00  0.000E+00
 -22.010  0.000E+00  0.000E+00
 -22.000  0.000E+00  0.000E+00
 -21.990  0.000E+00  0.000E+00
 -21.980  0.000E+00  0.000E+00
 -21.970  0.000E+00  0.000E+00
 -21.960  0.000E+00  0.000E+00
 -21.950  0.000E+00  0.000E+00
 -21.940  0.000E+00  0.000E+00
 -21.930  0.000E+00  0.000E+00
 -21.920  0.000E+00  0.000E+00
 -21.910  0.000E+00  0.000E+00
 -21.900  0.000E+00  0.000E+00
 -21.890  0.000E+00  0.000E+00
 -21.880  0.000E+00  0.000E+00
 -21.870  0.000E+00  0.000E+00
 -21.860  0.000E+00  0.000E+00
 -21.850  0.000E+00  0.000E+00
 -21.840  0.000E+00  0.000E+00
 -21.830  0.000E+00  0.000E+00
 -21.820  0.000E+00  0.000E+00
 -21.810  0.000E+00  0.000E+00
 -21.800  0.000E+00  0.000E+00
 -21.790  0.000E+00  0.000E+00
 -21.780  0.000E+00  0.000E+00
 -21.770  0.000E+00  0.000E+00
 -21.760  0.000E+00  0.000E+00
 -21.750  0.000E+00  0.000E+00
 -21.740  0.000E+00  0.000E+00
 -21.730  0.000E+00  0.000E+00
 -21.720  0.000E+00  0.000E+00
 -21.710  0.000E+00  0.000E+00
 -21.700  0.000E+00  0.000E+00
 -21.690  0.000E+00  0.000E+00
 -21.680  0.000E+00  0.000E+00
 -21.670  0.000E+00  0.000E+00
 -21.660  0.000E+00  0.000E+00
 -21.650  0.000E+00  0.000E+00
 -21.640  0.000E+00  0.000E+00
 -21.630  0.000E+00  0.000E+00
 -21.620  0.000E+00  0.000E+00
 -21.610  0.000E+00  0.000E+00
 -21.600  0.000E+00  0.000E+00
 -21.590  0.000E+00  0.000E+00
 -21.580  0.000E+00  0.000E+00
 -21.570  0.000E+00  0.000E+00
 -21.560  0.000E+00  0.000E+00
 -21.550  0.000E+00  0.000E+00
 -21.540  0.000E+00  0.000E+00
 -21.530  0.000E+00  0.000E+00
 -21.520  0.000E+00  0.000E+00
 -21.510  0.000E+00  0.000E+00
 -21.500  0.000E+00  0.000E+00
 -21.490  0.000E+00  0.000E+00
 -21.480  0.000E+00  0.000E+00
 -21.470  0.000E+00  0.000E+00
 -21.460  0.000E+00  0.000E+00
 -21.450  0.000E+00  0.000E+00
 -21.440  0.000E+00  0.000E+00
 -21.430  0.000E+00  0.000E+00
 -21.420  0.000E+00  0.000E+00
 -21.410  0.000E+00  0.000E+00
 -21.400  0.000E+00  0.000E+00
 -21.390  0.000E+00  0.000E+00
 -21.380  0.000E+00  0.000E+00
 -21.370  0.000E+00  0.000E+00
 -21.360  0.000E+00  0.000E+00
 -21.350  0.000E+00  0.000E+00
 -21.340  0.000E+00  0.000E+00
 -21.330  0.000E+00  0.000E+00
 -21.320  0.000E+00  0.000E+00
 -21.310  0.000E+00  0.000E+00
 -21.300  0.000E+00  0.000E+00
 -21.290  0.000E+00  0.000E+00
 -21.280  0.000E+00  0.000E+00
 -21.270  0.000E+00  0.000E+00
 -21.260  0.000E+00  0.000E+00
 -21.250  0.000E+00  0.000E+00
 -21.240  0.000E+00  0.000E+00
 -21.230  0.000E+00  0.000E+00
 -21.220  0.000E+00  0.000E+00
 -21.210  0.000E+00  0.000E+00
 -21.200  0.000E+00  0.000E+00
 -21.190  0.000E+00  0.000E+00
 -21.180  0.000E+00  0.000E+00
 -21.170  0.000E+00  0.000E+00
 -21.160  0.000E+00  0.000E+00
 -21.150  0.000E+00  0.000E+00
 -21.140  0.000E+00  0.000E+00
 -21.130  0.000E+00  0.000E+00
 -21.120  0.000E+00  0.000E+00
 -21.110  0.000E+00  0.000E+00
 -21.100  0.000E+00  0.000E+00
 -21.090  0.000E+00  0.000E+00
 -21.080  0.000E+00  0.000E+00
 -21.070  0.000E+00  0.000E+00
 -21.060  0.000E+00  0.000E+00
 -21.050  0.000E+00  0.000E+00
 -21.040  0.000E+00  0.000E+00
 -21.030  0.000E+00  0.000E+00
 -21.020  0.000E+00  0.000E+00
 -21.010  0.000E+00  0.000E+00
 -21.000  0.000E+00  0.000E+00
 -20.990  0.000E+00  0.000E+00
 -20.980  0.000E+00  0.000E+00
 -20.970  0.000E+00  0.000E+00
 -20.960  0.000E+00  0.000E+00
 -20.950  0.000E+00  0.000E+00
 -20.940  0.000E+00  0.000E+00
 -20.930  0.000E+00  0.000E+00
 -20.920  0.000E+00  0.000E+00
 -20.910  0.000E+00  0.000E+00
 -20.900  0.000E+00  0.000E+00
 -20.890  0.000E+00  0.000E+00
 -20.880  0.000E+00  0.000E+00
 -20.870  0.000E+00  0.000E+00
 -20.860  0.000E+00  0.000E+00
 -20.850  0.000E+00  0.000E+00
 -20.840  0.000E+00  0.000E+00
 -20.830  0.000E+00  0.000E+00
 -20.820  0.000E+00  0.000E+00
 -20.810  0.000E+00  0.000E+00
 -20.800  0.000E+00  0.000E+00
 -20.790  0.000E+00  0.000E+00
 -20.780  0.000E+00  0.000E+00
 -20.770  0.000E+00  0.000E+00
 -20.760  0.000E+00  0.000E+00
 -20.750  0.000E+00  0.000E+00
 -20.740  0.000E+00  0.000E+00
 -20.730  0.000E+00  0.000E+00
 -20.720  0.000E+00  0.000E+00
 -20.710  0.000E+00  0.000E+00
 -20.700  0.000E+00  0.000E+00
 -20.690  0.000E+00  0.000E+00
 -20.680  0.000E+00  0.000E+00
 -20.670  0.000E+00  0.000E+00
 -20.660  0.000E+00  0.000E+00
 -20.650  0.000E+00  0.000E+00
 -20.640  0.000E+00  0.000E+00
 -20.630  0.000E+00  0.000E+00
 -20.620  0.000E+00  0.000E+00
 -20.610  0.000E+00  0.000E+00
 -20.600  0.000E+00  0.000E+00
 -20.590  0.000E+00  0.000E+00
 -20.580  0.000E+00  0.000E+00
 -20.570  0.000E+00  0.000E+00
 -20.560  0.000E+00  0.000E+00
 -20.550  0.000E+00  0.000E+00
 -20.540  0.000E+00  0.000E+00
 -20.530  0.000E+00  0.000E+00
 -20.520  0.000E+00  0.000E+00
 -20.510  0.000E+00  0.000E+00
 -20.500  0.000E+00  0.000E+00
 -20.490  0.000E+00  0.000E+00
 -20.480  0.000E+00  0.000E+00
 -20.470  0.000E+00  0.000E+00
 -20.460  0.000E+00  0.000E+00
 -20.450  0.000E+00  0.000E+00
 -20.440  0.000E+00  0.000E+00
 -20.430  0.000E+00  0.000E+00
 -20.420  0.000E+00  0.000E+00
 -20.410  0.000E+00  0.000E+00
 -20.400  0.000E+00  0.000E+00
 -20.390  0.000E+00  0.000E+00
 -20.380  0.000E+00  0.000E+00
 -20.370  0.000E+00  0.000E+00
 -20.360  0.000E+00  0.000E+00
 -20.350  0.000E+00  0.000E+00
 -20.340  0.000E+00  0.000E+00
 -20.330  0.000E+00  0.000E+00
 -20.320  0.000E+00  0.000E+00
 -20.310  0.000E+00  0.000E+00
 -20.300  0.000E+00  0.000E+00
 -20.290  0.000E+00  0.000E+00
 -20.280  0.000E+00  0.000E+00
 -20.270  0.000E+00  0.000E+00
 -20.260  0.000E+00  0.000E+00
 -20.250  0.000E+00  0.000E+00
 -20.240  0.000E+00  0.000E+00
 -20.230  0.000E+00  0.000E+00
 -20.220  0.000E+00  0.000E+00
 -20.210  0.000E+00  0.000E+00
 -20.200  0.000E+00  0.000E+00
 -20.190  0.000E+00  0.000E+00
 -20.180  0.770E-15  0.770E-15
 -20.170  0.148E-14  0.148E-14
 -20.160  0.257E-14  0.257E-14
 -20.150  0.418E-14  0.418E-14
 -20.140  0.643E-14  0.643E-14
 -20.130  0.983E-14  0.983E-14
 -20.120  0.149E-13  0.149E-13
 -20.110  0.224E-13  0.224E-13
 -20.100  0.336E-13  0.336E-13
 -20.090  0.501E-13  0.501E-13
 -20.080  0.744E-13  0.744E-13
 -20.070  0.110E-12  0.110E-12
 -20.060  0.162E-12  0.162E-12
 -20.050  0.239E-12  0.239E-12
 -20.040  0.350E-12  0.350E-12
 -20.030  0.513E-12  0.513E-12
 -20.020  0.748E-12  0.748E-12
 -20.010  0.109E-11  0.109E-11
 -20.000  0.158E-11  0.158E-11
 -19.990  0.228E-11  0.228E-11
 -19.980  0.329E-11  0.329E-11
 -19.970  0.474E-11  0.474E-11
 -19.960  0.679E-11  0.679E-11
 -19.950  0.972E-11  0.972E-11
 -19.940  0.139E-10  0.139E-10
 -19.930  0.197E-10  0.197E-10
 -19.920  0.280E-10  0.280E-10
 -19.910  0.397E-10  0.397E-10
 -19.900  0.560E-10  0.560E-10
 -19.890  0.788E-10  0.788E-10
 -19.880  0.111E-09  0.111E-09
 -19.870  0.155E-09  0.155E-09
 -19.860  0.216E-09  0.216E-09
 -19.850  0.301E-09  0.301E-09
 -19.840  0.418E-09  0.418E-09
 -19.830  0.579E-09  0.579E-09
 -19.820  0.800E-09  0.800E-09
 -19.810  0.110E-08  0.110E-08
 -19.800  0.151E-08  0.151E-08
 -19.790  0.207E-08  0.207E-08
 -19.780  0.283E-08  0.283E-08
 -19.770  0.386E-08  0.386E-08
 -19.760  0.525E-08  0.525E-08
 -19.750  0.711E-08  0.711E-08
 -19.740  0.961E-08  0.961E-08
 -19.730  0.130E-07  0.130E-07
 -19.720  0.174E-07  0.174E-07
 -19.710  0.233E-07  0.233E-07
 -19.700  0.312E-07  0.312E-07
 -19.690  0.416E-07  0.416E-07
 -19.680  0.553E-07  0.553E-07
 -19.670  0.734E-07  0.734E-07
 -19.660  0.970E-07  0.970E-07
 -19.650  0.128E-06  0.128E-06
 -19.640  0.168E-06  0.168E-06
 -19.630  0.221E-06  0.221E-06
 -19.620  0.289E-06  0.289E-06
 -19.610  0.377E-06  0.377E-06
 -19.600  0.490E-06  0.490E-06
 -19.590  0.636E-06  0.636E-06
 -19.580  0.823E-06  0.823E-06
 -19.570  0.106E-05  0.106E-05
 -19.560  0.137E-05  0.137E-05
 -19.550  0.175E-05  0.175E-05
 -19.540  0.224E-05  0.224E-05
 -19.530  0.286E-05  0.286E-05
 -19.520  0.365E-05  0.365E-05
 -19.510  0.463E-05  0.463E-05
 -19.500  0.586E-05  0.586E-05
 -19.490  0.740E-05  0.740E-05
 -19.480  0.931E-05  0.931E-05
 -19.470  0.117E-04  0.117E-04
 -19.460  0.146E-04  0.146E-04
 -19.450  0.183E-04  0.183E-04
 -19.440  0.228E-04  0.228E-04
 -19.430  0.283E-04  0.283E-04
 -19.420  0.351E-04  0.351E-04
 -19.410  0.433E-04  0.433E-04
 -19.400  0.534E-04  0.534E-04
 -19.390  0.655E-04  0.655E-04
 -19.380  0.803E-04  0.803E-04
 -19.370  0.981E-04  0.981E-04
 -19.360  0.120E-03  0.120E-03
 -19.350  0.145E-03  0.145E-03
 -19.340  0.176E-03  0.176E-03
 -19.330  0.213E-03  0.213E-03
 -19.320  0.257E-03  0.257E-03
 -19.310  0.308E-03  0.308E-03
 -19.300  0.370E-03  0.370E-03
 -19.290  0.442E-03  0.442E-03
 -19.280  0.527E-03  0.527E-03
 -19.270  0.627E-03  0.627E-03
 -19.260  0.743E-03  0.743E-03
 -19.250  0.879E-03  0.879E-03
 -19.240  0.104E-02  0.104E-02
 -19.230  0.122E-02  0.122E-02
 -19.220  0.143E-02  0.143E-02
 -19.210  0.167E-02  0.167E-02
 -19.200  0.195E-02  0.195E-02
 -19.190  0.227E-02  0.227E-02
 -19.180  0.263E-02  0.263E-02
 -19.170  0.305E-02  0.305E-02
 -19.160  0.352E-02  0.352E-02
 -19.150  0.405E-02  0.405E-02
 -19.140  0.464E-02  0.464E-02
 -19.130  0.531E-02  0.531E-02
 -19.120  0.606E-02  0.606E-02
 -19.110  0.690E-02  0.690E-02
 -19.100  0.783E-02  0.783E-02
 -19.090  0.887E-02  0.887E-02
 -19.080  0.100E-01  0.100E-01
 -19.070  0.113E-01  0.113E-01
 -19.060  0.127E-01  0.127E-01
 -19.050  0.142E-01  0.142E-01
 -19.040  0.158E-01  0.158E-01
 -19.030  0.176E-01  0.176E-01
 -19.020  0.196E-01  0.196E-01
 -19.010  0.217E-01  0.217E-01
 -19.000  0.239E-01  0.239E-01
 -18.990  0.264E-01  0.264E-01
 -18.980  0.290E-01  0.290E-01
 -18.970  0.317E-01  0.317E-01
 -18.960  0.347E-01  0.347E-01
 -18.950  0.378E-01  0.378E-01
 -18.940  0.411E-01  0.411E-01
 -18.930  0.445E-01  0.445E-01
 -18.920  0.481E-01  0.481E-01
 -18.910  0.518E-01  0.518E-01
 -18.900  0.557E-01  0.557E-01
 -18.890  0.597E-01  0.597E-01
 -18.880  0.639E-01  0.639E-01
 -18.870  0.681E-01  0.681E-01
 -18.860  0.724E-01  0.724E-01
 -18.850  0.768E-01  0.768E-01
 -18.840  0.812E-01  0.812E-01
 -18.830  0.857E-01  0.857E-01
 -18.820  0.901E-01  0.901E-01
 -18.810  0.946E-01  0.946E-01
 -18.800  0.990E-01  0.990E-01
 -18.790  0.103E+00  0.103E+00
 -18.780  0.108E+00  0.108E+00
 -18.770  0.112E+00  0.112E+00
 -18.760  0.116E+00  0.116E+00
 -18.750  0.119E+00  0.119E+00
 -18.740  0.123E+00  0.123E+00
 -18.730  0.126E+00  0.126E+00
 -18.720  0.129E+00  0.129E+00
 -18.710  0.132E+00  0.132E+00
 -18.700  0.135E+00  0.135E+00
 -18.690  0.137E+00  0.137E+00
 -18.680  0.139E+00  0.139E+00
 -18.670  0.141E+00  0.141E+00
 -18.660  0.142E+00  0.142E+00
 -18.650  0.143E+00  0.143E+00
 -18.640  0.144E+00  0.144E+00
 -18.630  0.144E+00  0.144E+00
 -18.620  0.144E+00  0.144E+00
 -18.610  0.144E+00  0.144E+00
 -18.600  0.143E+00  0.143E+00
 -18.590  0.142E+00  0.142E+00
 -18.580  0.141E+00  0.141E+00
 -18.570  0.140E+00  0.140E+00
 -18.560  0.138E+00  0.138E+00
 -18.550  0.136E+00  0.136E+00
 -18.540  0.133E+00  0.133E+00
 -18.530  0.131E+00  0.131E+00
 -18.520  0.128E+00  0.128E+00
 -18.510  0.126E+00  0.126E+00
 -18.500  0.123E+00  0.123E+00
 -18.490  0.120E+00  0.120E+00
 -18.480  0.117E+00  0.117E+00
 -18.470  0.114E+00  0.114E+00
 -18.460  0.110E+00  0.110E+00
 -18.450  0.107E+00  0.107E+00
 -18.440  0.104E+00  0.104E+00
 -18.430  0.101E+00  0.101E+00
 -18.420  0.978E-01  0.978E-01
 -18.410  0.948E-01  0.948E-01
 -18.400  0.919E-01  0.919E-01
 -18.390  0.890E-01  0.890E-01
 -18.380  0.862E-01  0.862E-01
 -18.370  0.836E-01  0.836E-01
 -18.360  0.811E-01  0.811E-01
 -18.350  0.787E-01  0.787E-01
 -18.340  0.764E-01  0.764E-01
 -18.330  0.742E-01  0.742E-01
 -18.320  0.722E-01  0.722E-01
 -18.310  0.703E-01  0.703E-01
 -18.300  0.685E-01  0.685E-01
 -18.290  0.669E-01  0.669E-01
 -18.280  0.654E-01  0.654E-01
 -18.270  0.640E-01  0.640E-01
 -18.260  0.627E-01  0.627E-01
 -18.250  0.615E-01  0.615E-01
 -18.240  0.604E-01  0.604E-01
 -18.230  0.594E-01  0.594E-01
 -18.220  0.585E-01  0.585E-01
 -18.210  0.577E-01  0.577E-01
 -18.200  0.569E-01  0.569E-01
 -18.190  0.562E-01  0.562E-01
 -18.180  0.556E-01  0.556E-01
 -18.170  0.551E-01  0.551E-01
 -18.160  0.546E-01  0.546E-01
 -18.150  0.541E-01  0.541E-01
 -18.140  0.537E-01  0.537E-01
 -18.130  0.534E-01  0.534E-01
 -18.120  0.530E-01  0.530E-01
 -18.110  0.528E-01  0.528E-01
 -18.100  0.525E-01  0.525E-01
 -18.090  0.523E-01  0.523E-01
 -18.080  0.521E-01  0.521E-01
 -18.070  0.520E-01  0.520E-01
 -18.060  0.519E-01  0.519E-01
 -18.050  0.518E-01  0.518E-01
 -18.040  0.518E-01  0.518E-01
 -18.030  0.518E-01  0.518E-01
 -18.020  0.518E-01  0.518E-01
 -18.010  0.519E-01  0.519E-01
 -18.000  0.520E-01  0.520E-01
 -17.990  0.522E-01  0.522E-01
 -17.980  0.525E-01  0.525E-01
 -17.970  0.528E-01  0.528E-01
 -17.960  0.531E-01  0.531E-01
 -17.950  0.536E-01  0.536E-01
 -17.940  0.541E-01  0.541E-01
 -17.930  0.547E-01  0.547E-01
 -17.920  0.554E-01  0.554E-01
 -17.910  0.563E-01  0.563E-01
 -17.900  0.572E-01  0.572E-01
 -17.890  0.582E-01  0.582E-01
 -17.880  0.594E-01  0.594E-01
 -17.870  0.606E-01  0.606E-01
 -17.860  0.621E-01  0.621E-01
 -17.850  0.636E-01  0.636E-01
 -17.840  0.653E-01  0.653E-01
 -17.830  0.672E-01  0.672E-01
 -17.820  0.692E-01  0.692E-01
 -17.810  0.713E-01  0.713E-01
 -17.800  0.736E-01  0.736E-01
 -17.790  0.761E-01  0.761E-01
 -17.780  0.787E-01  0.787E-01
 -17.770  0.815E-01  0.815E-01
 -17.760  0.845E-01  0.845E-01
 -17.750  0.876E-01  0.876E-01
 -17.740  0.908E-01  0.908E-01
 -17.730  0.942E-01  0.942E-01
 -17.720  0.976E-01  0.976E-01
 -17.710  0.101E+00  0.101E+00
 -17.700  0.105E+00  0.105E+00
 -17.690  0.109E+00  0.109E+00
 -17.680  0.113E+00  0.113E+00
 -17.670  0.116E+00  0.116E+00
 -17.660  0.120E+00  0.120E+00
 -17.650  0.124E+00  0.124E+00
 -17.640  0.128E+00  0.128E+00
 -17.630  0.132E+00  0.132E+00
 -17.620  0.136E+00  0.136E+00
 -17.610  0.140E+00  0.140E+00
 -17.600  0.143E+00  0.143E+00
 -17.590  0.147E+00  0.147E+00
 -17.580  0.150E+00  0.150E+00
 -17.570  0.153E+00  0.153E+00
 -17.560  0.156E+00  0.156E+00
 -17.550  0.159E+00  0.159E+00
 -17.540  0.162E+00  0.162E+00
 -17.530  0.164E+00  0.164E+00
 -17.520  0.166E+00  0.166E+00
 -17.510  0.168E+00  0.168E+00
 -17.500  0.169E+00  0.169E+00
 -17.490  0.170E+00  0.170E+00
 -17.480  0.171E+00  0.171E+00
 -17.470  0.172E+00  0.172E+00
 -17.460  0.172E+00  0.172E+00
 -17.450  0.172E+00  0.172E+00
 -17.440  0.171E+00  0.171E+00
 -17.430  0.171E+00  0.171E+00
 -17.420  0.170E+00  0.170E+00
 -17.410  0.168E+00  0.168E+00
 -17.400  0.167E+00  0.167E+00
 -17.390  0.165E+00  0.165E+00
 -17.380  0.163E+00  0.163E+00
 -17.370  0.161E+00  0.161E+00
 -17.360  0.159E+00  0.159E+00
 -17.350  0.156E+00  0.156E+00
 -17.340  0.154E+00  0.154E+00
 -17.330  0.151E+00  0.151E+00
 -17.320  0.148E+00  0.148E+00
 -17.310  0.145E+00  0.145E+00
 -17.300  0.142E+00  0.142E+00
 -17.290  0.139E+00  0.139E+00
 -17.280  0.136E+00  0.136E+00
 -17.270  0.133E+00  0.133E+00
 -17.260  0.130E+00  0.130E+00
 -17.250  0.127E+00  0.127E+00
 -17.240  0.124E+00  0.124E+00
 -17.230  0.121E+00  0.121E+00
 -17.220  0.119E+00  0.119E+00
 -17.210  0.116E+00  0.116E+00
 -17.200  0.113E+00  0.113E+00
 -17.190  0.111E+00  0.111E+00
 -17.180  0.109E+00  0.109E+00
 -17.170  0.106E+00  0.106E+00
 -17.160  0.104E+00  0.104E+00
 -17.150  0.102E+00  0.102E+00
 -17.140  0.100E+00  0.100E+00
 -17.130  0.987E-01  0.987E-01
 -17.120  0.970E-01  0.970E-01
 -17.110  0.955E-01  0.955E-01
 -17.100  0.941E-01  0.941E-01
 -17.090  0.928E-01  0.928E-01
 -17.080  0.916E-01  0.916E-01
 -17.070  0.905E-01  0.905E-01
 -17.060  0.894E-01  0.894E-01
 -17.050  0.885E-01  0.885E-01
 -17.040  0.876E-01  0.876E-01
 -17.030  0.868E-01  0.868E-01
 -17.020  0.861E-01  0.861E-01
 -17.010  0.854E-01  0.854E-01
 -17.000  0.848E-01  0.848E-01
 -16.990  0.842E-01  0.842E-01
 -16.980  0.836E-01  0.836E-01
 -16.970  0.831E-01  0.831E-01
 -16.960  0.827E-01  0.827E-01
 -16.950  0.822E-01  0.822E-01
 -16.940  0.818E-01  0.818E-01
 -16.930  0.814E-01  0.814E-01
 -16.920  0.810E-01  0.810E-01
 -16.910  0.807E-01  0.807E-01
 -16.900  0.803E-01  0.803E-01
 -16.890  0.800E-01  0.800E-01
 -16.880  0.797E-01  0.797E-01
 -16.870  0.794E-01  0.794E-01
 -16.860  0.791E-01  0.791E-01
 -16.850  0.788E-01  0.788E-01
 -16.840  0.785E-01  0.785E-01
 -16.830  0.782E-01  0.782E-01
 -16.820  0.779E-01  0.779E-01
 -16.810  0.776E-01  0.776E-01
 -16.800  0.773E-01  0.773E-01
 -16.790  0.770E-01  0.770E-01
 -16.780  0.767E-01  0.767E-01
 -16.770  0.765E-01  0.765E-01
 -16.760  0.762E-01  0.762E-01
 -16.750  0.759E-01  0.759E-01
 -16.740  0.756E-01  0.756E-01
 -16.730  0.754E-01  0.754E-01
 -16.720  0.751E-01  0.751E-01
 -16.710  0.748E-01  0.748E-01
 -16.700  0.746E-01  0.746E-01
 -16.690  0.743E-01  0.743E-01
 -16.680  0.740E-01  0.740E-01
 -16.670  0.738E-01  0.738E-01
 -16.660  0.735E-01  0.735E-01
 -16.650  0.733E-01  0.733E-01
 -16.640  0.730E-01  0.730E-01
 -16.630  0.728E-01  0.728E-01
 -16.620  0.725E-01  0.725E-01
 -16.610  0.723E-01  0.723E-01
 -16.600  0.720E-01  0.720E-01
 -16.590  0.718E-01  0.718E-01
 -16.580  0.716E-01  0.716E-01
 -16.570  0.713E-01  0.713E-01
 -16.560  0.711E-01  0.711E-01
 -16.550  0.709E-01  0.709E-01
 -16.540  0.707E-01  0.707E-01
 -16.530  0.705E-01  0.705E-01
 -16.520  0.702E-01  0.702E-01
 -16.510  0.700E-01  0.700E-01
 -16.500  0.698E-01  0.698E-01
 -16.490  0.696E-01  0.696E-01
 -16.480  0.694E-01  0.694E-01
 -16.470  0.692E-01  0.692E-01
 -16.460  0.690E-01  0.690E-01
 -16.450  0.689E-01  0.689E-01
 -16.440  0.687E-01  0.687E-01
 -16.430  0.685E-01  0.685E-01
 -16.420  0.683E-01  0.683E-01
 -16.410  0.682E-01  0.682E-01
 -16.400  0.680E-01  0.680E-01
 -16.390  0.678E-01  0.678E-01
 -16.380  0.677E-01  0.677E-01
 -16.370  0.676E-01  0.676E-01
 -16.360  0.674E-01  0.674E-01
 -16.350  0.673E-01  0.673E-01
 -16.340  0.672E-01  0.672E-01
 -16.330  0.671E-01  0.671E-01
 -16.320  0.670E-01  0.670E-01
 -16.310  0.669E-01  0.669E-01
 -16.300  0.668E-01  0.668E-01
 -16.290  0.668E-01  0.668E-01
 -16.280  0.667E-01  0.667E-01
 -16.270  0.667E-01  0.667E-01
 -16.260  0.667E-01  0.667E-01
 -16.250  0.667E-01  0.667E-01
 -16.240  0.668E-01  0.668E-01
 -16.230  0.669E-01  0.669E-01
 -16.220  0.670E-01  0.670E-01
 -16.210  0.671E-01  0.671E-01
 -16.200  0.673E-01  0.673E-01
 -16.190  0.676E-01  0.676E-01
 -16.180  0.679E-01  0.679E-01
 -16.170  0.682E-01  0.682E-01
 -16.160  0.686E-01  0.686E-01
 -16.150  0.691E-01  0.691E-01
 -16.140  0.696E-01  0.696E-01
 -16.130  0.702E-01  0.702E-01
 -16.120  0.709E-01  0.709E-01
 -16.110  0.717E-01  0.717E-01
 -16.100  0.726E-01  0.726E-01
 -16.090  0.736E-01  0.736E-01
 -16.080  0.747E-01  0.747E-01
 -16.070  0.759E-01  0.759E-01
 -16.060  0.773E-01  0.773E-01
 -16.050  0.788E-01  0.788E-01
 -16.040  0.804E-01  0.804E-01
 -16.030  0.822E-01  0.822E-01
 -16.020  0.841E-01  0.841E-01
 -16.010  0.862E-01  0.862E-01
 -16.000  0.885E-01  0.885E-01
 -15.990  0.909E-01  0.909E-01
 -15.980  0.935E-01  0.935E-01
 -15.970  0.962E-01  0.962E-01
 -15.960  0.991E-01  0.991E-01
 -15.950  0.102E+00  0.102E+00
 -15.940  0.105E+00  0.105E+00
 -15.930  0.109E+00  0.109E+00
 -15.920  0.112E+00  0.112E+00
 -15.910  0.116E+00  0.116E+00
 -15.900  0.120E+00  0.120E+00
 -15.890  0.124E+00  0.124E+00
 -15.880  0.128E+00  0.128E+00
 -15.870  0.133E+00  0.133E+00
 -15.860  0.137E+00  0.137E+00
 -15.850  0.141E+00  0.141E+00
 -15.840  0.146E+00  0.146E+00
 -15.830  0.151E+00  0.151E+00
 -15.820  0.155E+00  0.155E+00
 -15.810  0.160E+00  0.160E+00
 -15.800  0.164E+00  0.164E+00
 -15.790  0.169E+00  0.169E+00
 -15.780  0.174E+00  0.174E+00
 -15.770  0.178E+00  0.178E+00
 -15.760  0.182E+00  0.182E+00
 -15.750  0.187E+00  0.187E+00
 -15.740  0.191E+00  0.191E+00
 -15.730  0.195E+00  0.195E+00
 -15.720  0.199E+00  0.199E+00
 -15.710  0.203E+00  0.203E+00
 -15.700  0.206E+00  0.206E+00
 -15.690  0.209E+00  0.209E+00
 -15.680  0.212E+00  0.212E+00
 -15.670  0.215E+00  0.215E+00
 -15.660  0.218E+00  0.218E+00
 -15.650  0.220E+00  0.220E+00
 -15.640  0.223E+00  0.223E+00
 -15.630  0.224E+00  0.224E+00
 -15.620  0.226E+00  0.226E+00
 -15.610  0.228E+00  0.228E+00
 -15.600  0.229E+00  0.229E+00
 -15.590  0.230E+00  0.230E+00
 -15.580  0.230E+00  0.230E+00
 -15.570  0.231E+00  0.231E+00
 -15.560  0.231E+00  0.231E+00
 -15.550  0.231E+00  0.231E+00
 -15.540  0.231E+00  0.231E+00
 -15.530  0.231E+00  0.231E+00
 -15.520  0.231E+00  0.231E+00
 -15.510  0.230E+00  0.230E+00
 -15.500  0.229E+00  0.229E+00
 -15.490  0.228E+00  0.228E+00
 -15.480  0.227E+00  0.227E+00
 -15.470  0.226E+00  0.226E+00
 -15.460  0.225E+00  0.225E+00
 -15.450  0.223E+00  0.223E+00
 -15.440  0.222E+00  0.222E+00
 -15.430  0.220E+00  0.220E+00
 -15.420  0.219E+00  0.219E+00
 -15.410  0.217E+00  0.217E+00
 -15.400  0.215E+00  0.215E+00
 -15.390  0.213E+00  0.213E+00
 -15.380  0.211E+00  0.211E+00
 -15.370  0.209E+00  0.209E+00
 -15.360  0.207E+00  0.207E+00
 -15.350  0.205E+00  0.205E+00
 -15.340  0.203E+00  0.203E+00
 -15.330  0.200E+00  0.200E+00
 -15.320  0.198E+00  0.198E+00
 -15.310  0.195E+00  0.195E+00
 -15.300  0.193E+00  0.193E+00
 -15.290  0.190E+00  0.190E+00
 -15.280  0.187E+00  0.187E+00
 -15.270  0.184E+00  0.184E+00
 -15.260  0.181E+00  0.181E+00
 -15.250  0.178E+00  0.178E+00
 -15.240  0.175E+00  0.175E+00
 -15.230  0.172E+00  0.172E+00
 -15.220  0.168E+00  0.168E+00
