# E (eV)   ldos(E)   pdos(E)   
  -8.230  0.325E-01  0.325E-01
  -8.220  0.321E-01  0.321E-01
  -8.210  0.316E-01  0.316E-01
  -8.200  0.310E-01  0.310E-01
  -8.190  0.303E-01  0.303E-01
  -8.180  0.295E-01  0.295E-01
  -8.170  0.286E-01  0.286E-01
  -8.160  0.277E-01  0.277E-01
  -8.150  0.266E-01  0.266E-01
  -8.140  0.256E-01  0.256E-01
  -8.130  0.245E-01  0.245E-01
  -8.120  0.233E-01  0.233E-01
  -8.110  0.221E-01  0.221E-01
  -8.100  0.209E-01  0.209E-01
  -8.090  0.196E-01  0.196E-01
  -8.080  0.184E-01  0.184E-01
  -8.070  0.171E-01  0.171E-01
  -8.060  0.159E-01  0.159E-01
  -8.050  0.146E-01  0.146E-01
  -8.040  0.134E-01  0.134E-01
  -8.030  0.123E-01  0.123E-01
  -8.020  0.111E-01  0.111E-01
  -8.010  0.101E-01  0.101E-01
  -8.000  0.902E-02  0.902E-02
  -7.990  0.803E-02  0.803E-02
  -7.980  0.711E-02  0.711E-02
  -7.970  0.625E-02  0.625E-02
  -7.960  0.545E-02  0.545E-02
  -7.950  0.472E-02  0.472E-02
  -7.940  0.406E-02  0.406E-02
  -7.930  0.348E-02  0.348E-02
  -7.920  0.296E-02  0.296E-02
  -7.910  0.251E-02  0.251E-02
  -7.900  0.213E-02  0.213E-02
  -7.890  0.181E-02  0.181E-02
  -7.880  0.157E-02  0.157E-02
  -7.870  0.139E-02  0.139E-02
  -7.860  0.127E-02  0.127E-02
  -7.850  0.121E-02  0.121E-02
  -7.840  0.120E-02  0.120E-02
  -7.830  0.125E-02  0.125E-02
  -7.820  0.136E-02  0.136E-02
  -7.810  0.151E-02  0.151E-02
  -7.800  0.171E-02  0.171E-02
  -7.790  0.195E-02  0.195E-02
  -7.780  0.223E-02  0.223E-02
  -7.770  0.255E-02  0.255E-02
  -7.760  0.290E-02  0.290E-02
  -7.750  0.328E-02  0.328E-02
  -7.740  0.370E-02  0.370E-02
  -7.730  0.414E-02  0.414E-02
  -7.720  0.461E-02  0.461E-02
  -7.710  0.510E-02  0.510E-02
  -7.700  0.561E-02  0.561E-02
  -7.690  0.614E-02  0.614E-02
  -7.680  0.669E-02  0.669E-02
  -7.670  0.725E-02  0.725E-02
  -7.660  0.783E-02  0.783E-02
  -7.650  0.841E-02  0.841E-02
  -7.640  0.900E-02  0.900E-02
  -7.630  0.960E-02  0.960E-02
  -7.620  0.102E-01  0.102E-01
  -7.610  0.108E-01  0.108E-01
  -7.600  0.114E-01  0.114E-01
  -7.590  0.120E-01  0.120E-01
  -7.580  0.126E-01  0.126E-01
  -7.570  0.132E-01  0.132E-01
  -7.560  0.138E-01  0.138E-01
  -7.550  0.143E-01  0.143E-01
  -7.540  0.149E-01  0.149E-01
  -7.530  0.154E-01  0.154E-01
  -7.520  0.159E-01  0.159E-01
  -7.510  0.164E-01  0.164E-01
  -7.500  0.169E-01  0.169E-01
  -7.490  0.173E-01  0.173E-01
  -7.480  0.177E-01  0.177E-01
  -7.470  0.181E-01  0.181E-01
  -7.460  0.185E-01  0.185E-01
  -7.450  0.188E-01  0.188E-01
  -7.440  0.191E-01  0.191E-01
  -7.430  0.193E-01  0.193E-01
  -7.420  0.195E-01  0.195E-01
  -7.410  0.197E-01  0.197E-01
  -7.400  0.199E-01  0.199E-01
  -7.390  0.200E-01  0.200E-01
  -7.380  0.201E-01  0.201E-01
  -7.370  0.202E-01  0.202E-01
  -7.360  0.202E-01  0.202E-01
  -7.350  0.202E-01  0.202E-01
  -7.340  0.202E-01  0.202E-01
  -7.330  0.202E-01  0.202E-01
  -7.320  0.202E-01  0.202E-01
  -7.310  0.202E-01  0.202E-01
  -7.300  0.201E-01  0.201E-01
  -7.290  0.201E-01  0.201E-01
  -7.280  0.201E-01  0.201E-01
  -7.270  0.200E-01  0.200E-01
  -7.260  0.200E-01  0.200E-01
  -7.250  0.200E-01  0.200E-01
  -7.240  0.201E-01  0.201E-01
  -7.230  0.201E-01  0.201E-01
  -7.220  0.202E-01  0.202E-01
  -7.210  0.203E-01  0.203E-01
  -7.200  0.204E-01  0.204E-01
  -7.190  0.206E-01  0.206E-01
  -7.180  0.208E-01  0.208E-01
  -7.170  0.210E-01  0.210E-01
  -7.160  0.213E-01  0.213E-01
  -7.150  0.216E-01  0.216E-01
  -7.140  0.220E-01  0.220E-01
  -7.130  0.224E-01  0.224E-01
  -7.120  0.229E-01  0.229E-01
  -7.110  0.234E-01  0.234E-01
  -7.100  0.239E-01  0.239E-01
  -7.090  0.245E-01  0.245E-01
  -7.080  0.251E-01  0.251E-01
  -7.070  0.257E-01  0.257E-01
  -7.060  0.264E-01  0.264E-01
  -7.050  0.271E-01  0.271E-01
  -7.040  0.278E-01  0.278E-01
  -7.030  0.285E-01  0.285E-01
  -7.020  0.292E-01  0.292E-01
  -7.010  0.300E-01  0.300E-01
  -7.000  0.307E-01  0.307E-01
  -6.990  0.314E-01  0.314E-01
  -6.980  0.322E-01  0.322E-01
  -6.970  0.329E-01  0.329E-01
  -6.960  0.336E-01  0.336E-01
  -6.950  0.342E-01  0.342E-01
  -6.940  0.348E-01  0.348E-01
  -6.930  0.354E-01  0.354E-01
  -6.920  0.360E-01  0.360E-01
  -6.910  0.365E-01  0.365E-01
  -6.900  0.370E-01  0.370E-01
  -6.890  0.374E-01  0.374E-01
  -6.880  0.377E-01  0.377E-01
  -6.870  0.380E-01  0.380E-01
  -6.860  0.383E-01  0.383E-01
  -6.850  0.385E-01  0.385E-01
  -6.840  0.386E-01  0.386E-01
  -6.830  0.387E-01  0.387E-01
  -6.820  0.387E-01  0.387E-01
  -6.810  0.386E-01  0.386E-01
  -6.800  0.385E-01  0.385E-01
  -6.790  0.384E-01  0.384E-01
  -6.780  0.382E-01  0.382E-01
  -6.770  0.379E-01  0.379E-01
  -6.760  0.376E-01  0.376E-01
  -6.750  0.373E-01  0.373E-01
  -6.740  0.369E-01  0.369E-01
  -6.730  0.365E-01  0.365E-01
  -6.720  0.361E-01  0.361E-01
  -6.710  0.356E-01  0.356E-01
  -6.700  0.352E-01  0.352E-01
  -6.690  0.347E-01  0.347E-01
  -6.680  0.343E-01  0.343E-01
  -6.670  0.338E-01  0.338E-01
  -6.660  0.333E-01  0.333E-01
  -6.650  0.329E-01  0.329E-01
  -6.640  0.325E-01  0.325E-01
  -6.630  0.321E-01  0.321E-01
  -6.620  0.317E-01  0.317E-01
  -6.610  0.314E-01  0.314E-01
  -6.600  0.311E-01  0.311E-01
  -6.590  0.309E-01  0.309E-01
  -6.580  0.307E-01  0.307E-01
  -6.570  0.305E-01  0.305E-01
  -6.560  0.304E-01  0.304E-01
  -6.550  0.304E-01  0.304E-01
  -6.540  0.304E-01  0.304E-01
  -6.530  0.304E-01  0.304E-01
  -6.520  0.305E-01  0.305E-01
  -6.510  0.307E-01  0.307E-01
  -6.500  0.309E-01  0.309E-01
  -6.490  0.311E-01  0.311E-01
  -6.480  0.314E-01  0.314E-01
  -6.470  0.317E-01  0.317E-01
  -6.460  0.320E-01  0.320E-01
  -6.450  0.324E-01  0.324E-01
  -6.440  0.328E-01  0.328E-01
  -6.430  0.332E-01  0.332E-01
  -6.420  0.337E-01  0.337E-01
  -6.410  0.341E-01  0.341E-01
  -6.400  0.345E-01  0.345E-01
  -6.390  0.350E-01  0.350E-01
  -6.380  0.354E-01  0.354E-01
  -6.370  0.358E-01  0.358E-01
  -6.360  0.362E-01  0.362E-01
  -6.350  0.365E-01  0.365E-01
  -6.340  0.368E-01  0.368E-01
  -6.330  0.371E-01  0.371E-01
  -6.320  0.373E-01  0.373E-01
  -6.310  0.375E-01  0.375E-01
  -6.300  0.376E-01  0.376E-01
  -6.290  0.377E-01  0.377E-01
  -6.280  0.377E-01  0.377E-01
  -6.270  0.377E-01  0.377E-01
  -6.260  0.376E-01  0.376E-01
  -6.250  0.374E-01  0.374E-01
  -6.240  0.372E-01  0.372E-01
  -6.230  0.369E-01  0.369E-01
  -6.220  0.366E-01  0.366E-01
  -6.210  0.362E-01  0.362E-01
  -6.200  0.357E-01  0.357E-01
  -6.190  0.352E-01  0.352E-01
  -6.180  0.347E-01  0.347E-01
  -6.170  0.341E-01  0.341E-01
  -6.160  0.335E-01  0.335E-01
  -6.150  0.328E-01  0.328E-01
  -6.140  0.321E-01  0.321E-01
  -6.130  0.314E-01  0.314E-01
  -6.120  0.307E-01  0.307E-01
  -6.110  0.300E-01  0.300E-01
  -6.100  0.293E-01  0.293E-01
  -6.090  0.287E-01  0.287E-01
  -6.080  0.280E-01  0.280E-01
  -6.070  0.273E-01  0.273E-01
  -6.060  0.267E-01  0.267E-01
  -6.050  0.261E-01  0.261E-01
  -6.040  0.256E-01  0.256E-01
  -6.030  0.251E-01  0.251E-01
  -6.020  0.246E-01  0.246E-01
  -6.010  0.242E-01  0.242E-01
  -6.000  0.238E-01  0.238E-01
  -5.990  0.235E-01  0.235E-01
  -5.980  0.233E-01  0.233E-01
  -5.970  0.231E-01  0.231E-01
  -5.960  0.229E-01  0.229E-01
  -5.950  0.229E-01  0.229E-01
  -5.940  0.228E-01  0.228E-01
  -5.930  0.228E-01  0.228E-01
  -5.920  0.229E-01  0.229E-01
  -5.910  0.230E-01  0.230E-01
  -5.900  0.232E-01  0.232E-01
  -5.890  0.234E-01  0.234E-01
  -5.880  0.236E-01  0.236E-01
  -5.870  0.239E-01  0.239E-01
  -5.860  0.241E-01  0.241E-01
  -5.850  0.244E-01  0.244E-01
  -5.840  0.247E-01  0.247E-01
  -5.830  0.251E-01  0.251E-01
  -5.820  0.254E-01  0.254E-01
  -5.810  0.257E-01  0.257E-01
  -5.800  0.260E-01  0.260E-01
  -5.790  0.263E-01  0.263E-01
  -5.780  0.265E-01  0.265E-01
  -5.770  0.268E-01  0.268E-01
  -5.760  0.270E-01  0.270E-01
  -5.750  0.272E-01  0.272E-01
  -5.740  0.273E-01  0.273E-01
  -5.730  0.275E-01  0.275E-01
  -5.720  0.275E-01  0.275E-01
  -5.710  0.276E-01  0.276E-01
  -5.700  0.276E-01  0.276E-01
  -5.690  0.275E-01  0.275E-01
  -5.680  0.274E-01  0.274E-01
  -5.670  0.273E-01  0.273E-01
  -5.660  0.271E-01  0.271E-01
  -5.650  0.268E-01  0.268E-01
  -5.640  0.266E-01  0.266E-01
  -5.630  0.263E-01  0.263E-01
  -5.620  0.259E-01  0.259E-01
  -5.610  0.255E-01  0.255E-01
  -5.600  0.251E-01  0.251E-01
  -5.590  0.247E-01  0.247E-01
  -5.580  0.242E-01  0.242E-01
  -5.570  0.237E-01  0.237E-01
  -5.560  0.232E-01  0.232E-01
  -5.550  0.227E-01  0.227E-01
  -5.540  0.221E-01  0.221E-01
  -5.530  0.216E-01  0.216E-01
  -5.520  0.211E-01  0.211E-01
  -5.510  0.205E-01  0.205E-01
  -5.500  0.200E-01  0.200E-01
  -5.490  0.194E-01  0.194E-01
  -5.480  0.189E-01  0.189E-01
  -5.470  0.184E-01  0.184E-01
  -5.460  0.179E-01  0.179E-01
  -5.450  0.174E-01  0.174E-01
  -5.440  0.169E-01  0.169E-01
  -5.430  0.165E-01  0.165E-01
  -5.420  0.161E-01  0.161E-01
  -5.410  0.157E-01  0.157E-01
  -5.400  0.153E-01  0.153E-01
  -5.390  0.150E-01  0.150E-01
  -5.380  0.147E-01  0.147E-01
  -5.370  0.144E-01  0.144E-01
  -5.360  0.142E-01  0.142E-01
  -5.350  0.140E-01  0.140E-01
  -5.340  0.138E-01  0.138E-01
  -5.330  0.137E-01  0.137E-01
  -5.320  0.135E-01  0.135E-01
  -5.310  0.135E-01  0.135E-01
  -5.300  0.134E-01  0.134E-01
  -5.290  0.134E-01  0.134E-01
  -5.280  0.134E-01  0.134E-01
  -5.270  0.134E-01  0.134E-01
  -5.260  0.135E-01  0.135E-01
  -5.250  0.136E-01  0.136E-01
  -5.240  0.138E-01  0.138E-01
  -5.230  0.139E-01  0.139E-01
  -5.220  0.141E-01  0.141E-01
  -5.210  0.144E-01  0.144E-01
  -5.200  0.146E-01  0.146E-01
  -5.190  0.149E-01  0.149E-01
  -5.180  0.153E-01  0.153E-01
  -5.170  0.156E-01  0.156E-01
  -5.160  0.160E-01  0.160E-01
  -5.150  0.164E-01  0.164E-01
  -5.140  0.169E-01  0.169E-01
  -5.130  0.174E-01  0.174E-01
  -5.120  0.179E-01  0.179E-01
  -5.110  0.185E-01  0.185E-01
  -5.100  0.191E-01  0.191E-01
  -5.090  0.197E-01  0.197E-01
  -5.080  0.204E-01  0.204E-01
  -5.070  0.211E-01  0.211E-01
  -5.060  0.219E-01  0.219E-01
  -5.050  0.226E-01  0.226E-01
  -5.040  0.235E-01  0.235E-01
  -5.030  0.243E-01  0.243E-01
  -5.020  0.252E-01  0.252E-01
  -5.010  0.262E-01  0.262E-01
  -5.000  0.271E-01  0.271E-01
  -4.990  0.281E-01  0.281E-01
  -4.980  0.292E-01  0.292E-01
  -4.970  0.302E-01  0.302E-01
  -4.960  0.313E-01  0.313E-01
  -4.950  0.324E-01  0.324E-01
  -4.940  0.335E-01  0.335E-01
  -4.930  0.346E-01  0.346E-01
  -4.920  0.357E-01  0.357E-01
  -4.910  0.369E-01  0.369E-01
  -4.900  0.380E-01  0.380E-01
  -4.890  0.391E-01  0.391E-01
  -4.880  0.402E-01  0.402E-01
  -4.870  0.413E-01  0.413E-01
  -4.860  0.424E-01  0.424E-01
  -4.850  0.434E-01  0.434E-01
  -4.840  0.443E-01  0.443E-01
  -4.830  0.453E-01  0.453E-01
  -4.820  0.461E-01  0.461E-01
  -4.810  0.469E-01  0.469E-01
  -4.800  0.477E-01  0.477E-01
  -4.790  0.483E-01  0.483E-01
  -4.780  0.489E-01  0.489E-01
  -4.770  0.494E-01  0.494E-01
  -4.760  0.498E-01  0.498E-01
  -4.750  0.501E-01  0.501E-01
  -4.740  0.503E-01  0.503E-01
  -4.730  0.504E-01  0.504E-01
  -4.720  0.504E-01  0.504E-01
  -4.710  0.502E-01  0.502E-01
  -4.700  0.500E-01  0.500E-01
  -4.690  0.496E-01  0.496E-01
  -4.680  0.492E-01  0.492E-01
  -4.670  0.486E-01  0.486E-01
  -4.660  0.479E-01  0.479E-01
  -4.650  0.472E-01  0.472E-01
  -4.640  0.463E-01  0.463E-01
  -4.630  0.453E-01  0.453E-01
  -4.620  0.442E-01  0.442E-01
  -4.610  0.431E-01  0.431E-01
  -4.600  0.418E-01  0.418E-01
  -4.590  0.405E-01  0.405E-01
  -4.580  0.391E-01  0.391E-01
  -4.570  0.377E-01  0.377E-01
  -4.560  0.362E-01  0.362E-01
  -4.550  0.347E-01  0.347E-01
  -4.540  0.332E-01  0.332E-01
  -4.530  0.316E-01  0.316E-01
  -4.520  0.300E-01  0.300E-01
  -4.510  0.285E-01  0.285E-01
  -4.500  0.269E-01  0.269E-01
  -4.490  0.253E-01  0.253E-01
  -4.480  0.238E-01  0.238E-01
  -4.470  0.223E-01  0.223E-01
  -4.460  0.208E-01  0.208E-01
  -4.450  0.194E-01  0.194E-01
  -4.440  0.180E-01  0.180E-01
  -4.430  0.166E-01  0.166E-01
  -4.420  0.154E-01  0.154E-01
  -4.410  0.141E-01  0.141E-01
  -4.400  0.130E-01  0.130E-01
  -4.390  0.119E-01  0.119E-01
  -4.380  0.109E-01  0.109E-01
  -4.370  0.998E-02  0.998E-02
  -4.360  0.912E-02  0.912E-02
  -4.350  0.833E-02  0.833E-02
  -4.340  0.761E-02  0.761E-02
  -4.330  0.696E-02  0.696E-02
  -4.320  0.638E-02  0.638E-02
  -4.310  0.586E-02  0.586E-02
  -4.300  0.540E-02  0.540E-02
  -4.290  0.501E-02  0.501E-02
  -4.280  0.467E-02  0.467E-02
  -4.270  0.438E-02  0.438E-02
  -4.260  0.414E-02  0.414E-02
  -4.250  0.394E-02  0.394E-02
  -4.240  0.378E-02  0.378E-02
  -4.230  0.366E-02  0.366E-02
  -4.220  0.357E-02  0.357E-02
  -4.210  0.350E-02  0.350E-02
  -4.200  0.346E-02  0.346E-02
  -4.190  0.344E-02  0.344E-02
  -4.180  0.343E-02  0.343E-02
  -4.170  0.343E-02  0.343E-02
  -4.160  0.345E-02  0.345E-02
  -4.150  0.346E-02  0.346E-02
  -4.140  0.348E-02  0.348E-02
  -4.130  0.351E-02  0.351E-02
  -4.120  0.353E-02  0.353E-02
  -4.110  0.354E-02  0.354E-02
  -4.100  0.356E-02  0.356E-02
  -4.090  0.357E-02  0.357E-02
  -4.080  0.357E-02  0.357E-02
  -4.070  0.357E-02  0.357E-02
  -4.060  0.355E-02  0.355E-02
  -4.050  0.354E-02  0.354E-02
  -4.040  0.351E-02  0.351E-02
  -4.030  0.348E-02  0.348E-02
  -4.020  0.344E-02  0.344E-02
  -4.010  0.340E-02  0.340E-02
  -4.000  0.335E-02  0.335E-02
  -3.990  0.330E-02  0.330E-02
  -3.980  0.324E-02  0.324E-02
  -3.970  0.318E-02  0.318E-02
  -3.960  0.312E-02  0.312E-02
  -3.950  0.306E-02  0.306E-02
  -3.940  0.299E-02  0.299E-02
  -3.930  0.293E-02  0.293E-02
  -3.920  0.287E-02  0.287E-02
  -3.910  0.281E-02  0.281E-02
  -3.900  0.275E-02  0.275E-02
  -3.890  0.269E-02  0.269E-02
  -3.880  0.264E-02  0.264E-02
  -3.870  0.259E-02  0.259E-02
  -3.860  0.254E-02  0.254E-02
  -3.850  0.250E-02  0.250E-02
  -3.840  0.246E-02  0.246E-02
  -3.830  0.242E-02  0.242E-02
  -3.820  0.239E-02  0.239E-02
  -3.810  0.236E-02  0.236E-02
  -3.800  0.234E-02  0.234E-02
  -3.790  0.231E-02  0.231E-02
  -3.780  0.229E-02  0.229E-02
  -3.770  0.228E-02  0.228E-02
  -3.760  0.226E-02  0.226E-02
  -3.750  0.225E-02  0.225E-02
  -3.740  0.224E-02  0.224E-02
  -3.730  0.223E-02  0.223E-02
  -3.720  0.222E-02  0.222E-02
  -3.710  0.221E-02  0.221E-02
  -3.700  0.220E-02  0.220E-02
  -3.690  0.220E-02  0.220E-02
  -3.680  0.219E-02  0.219E-02
  -3.670  0.218E-02  0.218E-02
  -3.660  0.217E-02  0.217E-02
  -3.650  0.216E-02  0.216E-02
  -3.640  0.215E-02  0.215E-02
  -3.630  0.214E-02  0.214E-02
  -3.620  0.213E-02  0.213E-02
  -3.610  0.211E-02  0.211E-02
  -3.600  0.210E-02  0.210E-02
  -3.590  0.208E-02  0.208E-02
  -3.580  0.206E-02  0.206E-02
  -3.570  0.204E-02  0.204E-02
  -3.560  0.201E-02  0.201E-02
  -3.550  0.199E-02  0.199E-02
  -3.540  0.197E-02  0.197E-02
  -3.530  0.194E-02  0.194E-02
  -3.520  0.191E-02  0.191E-02
  -3.510  0.188E-02  0.188E-02
  -3.500  0.185E-02  0.185E-02
  -3.490  0.182E-02  0.182E-02
  -3.480  0.179E-02  0.179E-02
  -3.470  0.175E-02  0.175E-02
  -3.460  0.172E-02  0.172E-02
  -3.450  0.168E-02  0.168E-02
  -3.440  0.165E-02  0.165E-02
  -3.430  0.161E-02  0.161E-02
  -3.420  0.158E-02  0.158E-02
  -3.410  0.154E-02  0.154E-02
  -3.400  0.150E-02  0.150E-02
  -3.390  0.147E-02  0.147E-02
  -3.380  0.143E-02  0.143E-02
  -3.370  0.140E-02  0.140E-02
  -3.360  0.136E-02  0.136E-02
  -3.350  0.133E-02  0.133E-02
  -3.340  0.129E-02  0.129E-02
  -3.330  0.126E-02  0.126E-02
  -3.320  0.123E-02  0.123E-02
  -3.310  0.120E-02  0.120E-02
  -3.300  0.116E-02  0.116E-02
  -3.290  0.113E-02  0.113E-02
  -3.280  0.111E-02  0.111E-02
  -3.270  0.108E-02  0.108E-02
  -3.260  0.105E-02  0.105E-02
  -3.250  0.103E-02  0.103E-02
  -3.240  0.100E-02  0.100E-02
  -3.230  0.977E-03  0.977E-03
  -3.220  0.954E-03  0.954E-03
  -3.210  0.932E-03  0.932E-03
  -3.200  0.912E-03  0.912E-03
  -3.190  0.892E-03  0.892E-03
  -3.180  0.873E-03  0.873E-03
  -3.170  0.855E-03  0.855E-03
  -3.160  0.838E-03  0.838E-03
  -3.150  0.822E-03  0.822E-03
  -3.140  0.806E-03  0.806E-03
  -3.130  0.791E-03  0.791E-03
  -3.120  0.777E-03  0.777E-03
  -3.110  0.763E-03  0.763E-03
  -3.100  0.750E-03  0.750E-03
  -3.090  0.737E-03  0.737E-03
  -3.080  0.725E-03  0.725E-03
  -3.070  0.713E-03  0.713E-03
  -3.060  0.701E-03  0.701E-03
  -3.050  0.689E-03  0.689E-03
  -3.040  0.678E-03  0.678E-03
  -3.030  0.666E-03  0.666E-03
  -3.020  0.655E-03  0.655E-03
  -3.010  0.643E-03  0.643E-03
  -3.000  0.631E-03  0.631E-03
  -2.990  0.619E-03  0.619E-03
  -2.980  0.608E-03  0.608E-03
  -2.970  0.595E-03  0.595E-03
  -2.960  0.583E-03  0.583E-03
  -2.950  0.570E-03  0.570E-03
  -2.940  0.557E-03  0.557E-03
  -2.930  0.544E-03  0.544E-03
  -2.920  0.531E-03  0.531E-03
  -2.910  0.517E-03  0.517E-03
  -2.900  0.503E-03  0.503E-03
  -2.890  0.488E-03  0.488E-03
  -2.880  0.474E-03  0.474E-03
  -2.870  0.458E-03  0.458E-03
  -2.860  0.443E-03  0.443E-03
  -2.850  0.428E-03  0.428E-03
  -2.840  0.412E-03  0.412E-03
  -2.830  0.396E-03  0.396E-03
  -2.820  0.379E-03  0.379E-03
  -2.810  0.363E-03  0.363E-03
  -2.800  0.346E-03  0.346E-03
  -2.790  0.329E-03  0.329E-03
  -2.780  0.313E-03  0.313E-03
  -2.770  0.296E-03  0.296E-03
  -2.760  0.279E-03  0.279E-03
  -2.750  0.262E-03  0.262E-03
  -2.740  0.246E-03  0.246E-03
  -2.730  0.229E-03  0.229E-03
  -2.720  0.213E-03  0.213E-03
  -2.710  0.196E-03  0.196E-03
  -2.700  0.181E-03  0.181E-03
  -2.690  0.165E-03  0.165E-03
  -2.680  0.150E-03  0.150E-03
  -2.670  0.135E-03  0.135E-03
  -2.660  0.120E-03  0.120E-03
  -2.650  0.106E-03  0.106E-03
  -2.640  0.930E-04  0.930E-04
  -2.630  0.800E-04  0.800E-04
  -2.620  0.676E-04  0.676E-04
  -2.610  0.558E-04  0.558E-04
  -2.600  0.446E-04  0.446E-04
  -2.590  0.340E-04  0.340E-04
  -2.580  0.240E-04  0.240E-04
  -2.570  0.147E-04  0.147E-04
  -2.560  0.601E-05  0.601E-05
  -2.550 -0.200E-05 -0.200E-05
  -2.540 -0.934E-05 -0.934E-05
  -2.530 -0.160E-04 -0.160E-04
  -2.520 -0.221E-04 -0.221E-04
  -2.510 -0.275E-04 -0.275E-04
  -2.500 -0.322E-04 -0.322E-04
  -2.490 -0.364E-04 -0.364E-04
  -2.480 -0.400E-04 -0.400E-04
  -2.470 -0.430E-04 -0.430E-04
  -2.460 -0.455E-04 -0.455E-04
  -2.450 -0.474E-04 -0.474E-04
  -2.440 -0.489E-04 -0.489E-04
  -2.430 -0.500E-04 -0.500E-04
  -2.420 -0.506E-04 -0.506E-04
  -2.410 -0.508E-04 -0.508E-04
  -2.400 -0.507E-04 -0.507E-04
  -2.390 -0.502E-04 -0.502E-04
  -2.380 -0.495E-04 -0.495E-04
  -2.370 -0.485E-04 -0.485E-04
  -2.360 -0.473E-04 -0.473E-04
  -2.350 -0.459E-04 -0.459E-04
  -2.340 -0.443E-04 -0.443E-04
  -2.330 -0.426E-04 -0.426E-04
  -2.320 -0.408E-04 -0.408E-04
  -2.310 -0.389E-04 -0.389E-04
  -2.300 -0.369E-04 -0.369E-04
  -2.290 -0.350E-04 -0.350E-04
  -2.280 -0.330E-04 -0.330E-04
  -2.270 -0.310E-04 -0.310E-04
  -2.260 -0.290E-04 -0.290E-04
  -2.250 -0.271E-04 -0.271E-04
  -2.240 -0.252E-04 -0.252E-04
  -2.230 -0.233E-04 -0.233E-04
  -2.220 -0.215E-04 -0.215E-04
  -2.210 -0.198E-04 -0.198E-04
  -2.200 -0.182E-04 -0.182E-04
  -2.190 -0.167E-04 -0.167E-04
  -2.180 -0.152E-04 -0.152E-04
  -2.170 -0.138E-04 -0.138E-04
  -2.160 -0.125E-04 -0.125E-04
  -2.150 -0.113E-04 -0.113E-04
  -2.140 -0.102E-04 -0.102E-04
  -2.130 -0.917E-05 -0.917E-05
  -2.120 -0.822E-05 -0.822E-05
  -2.110 -0.734E-05 -0.734E-05
  -2.100 -0.654E-05 -0.654E-05
  -2.090 -0.581E-05 -0.581E-05
  -2.080 -0.514E-05 -0.514E-05
  -2.070 -0.454E-05 -0.454E-05
  -2.060 -0.400E-05 -0.400E-05
  -2.050 -0.351E-05 -0.351E-05
  -2.040 -0.308E-05 -0.308E-05
  -2.030 -0.269E-05 -0.269E-05
  -2.020 -0.234E-05 -0.234E-05
  -2.010 -0.203E-05 -0.203E-05
  -2.000 -0.176E-05 -0.176E-05
  -1.990 -0.152E-05 -0.152E-05
  -1.980 -0.131E-05 -0.131E-05
  -1.970 -0.112E-05 -0.112E-05
  -1.960 -0.960E-06 -0.960E-06
  -1.950 -0.820E-06 -0.820E-06
  -1.940 -0.698E-06 -0.698E-06
  -1.930 -0.593E-06 -0.593E-06
  -1.920 -0.502E-06 -0.502E-06
  -1.910 -0.424E-06 -0.424E-06
  -1.900 -0.357E-06 -0.357E-06
  -1.890 -0.300E-06 -0.300E-06
  -1.880 -0.251E-06 -0.251E-06
  -1.870 -0.210E-06 -0.210E-06
  -1.860 -0.175E-06 -0.175E-06
  -1.850 -0.145E-06 -0.145E-06
  -1.840 -0.120E-06 -0.120E-06
  -1.830 -0.994E-07 -0.994E-07
  -1.820 -0.819E-07 -0.819E-07
  -1.810 -0.673E-07 -0.673E-07
  -1.800 -0.551E-07 -0.551E-07
  -1.790 -0.450E-07 -0.450E-07
  -1.780 -0.367E-07 -0.367E-07
  -1.770 -0.298E-07 -0.298E-07
  -1.760 -0.242E-07 -0.242E-07
  -1.750 -0.196E-07 -0.196E-07
  -1.740 -0.158E-07 -0.158E-07
  -1.730 -0.127E-07 -0.127E-07
  -1.720 -0.102E-07 -0.102E-07
  -1.710 -0.813E-08 -0.813E-08
  -1.700 -0.648E-08 -0.648E-08
  -1.690 -0.516E-08 -0.516E-08
  -1.680 -0.409E-08 -0.409E-08
  -1.670 -0.324E-08 -0.324E-08
  -1.660 -0.255E-08 -0.255E-08
  -1.650 -0.201E-08 -0.201E-08
  -1.640 -0.157E-08 -0.157E-08
  -1.630 -0.123E-08 -0.123E-08
  -1.620 -0.962E-09 -0.962E-09
  -1.610 -0.749E-09 -0.749E-09
  -1.600 -0.581E-09 -0.581E-09
  -1.590 -0.447E-09 -0.447E-09
  -1.580 -0.345E-09 -0.345E-09
  -1.570 -0.266E-09 -0.266E-09
  -1.560 -0.204E-09 -0.204E-09
  -1.550 -0.157E-09 -0.157E-09
  -1.540 -0.120E-09 -0.120E-09
  -1.530 -0.912E-10 -0.912E-10
  -1.520 -0.677E-10 -0.677E-10
  -1.510 -0.514E-10 -0.514E-10
  -1.500 -0.388E-10 -0.388E-10
  -1.490 -0.293E-10 -0.293E-10
  -1.480 -0.220E-10 -0.220E-10
  -1.470 -0.153E-10 -0.153E-10
  -1.460 -0.115E-10 -0.115E-10
  -1.450 -0.857E-11 -0.857E-11
  -1.440 -0.639E-11 -0.639E-11
  -1.430 -0.380E-11 -0.380E-11
  -1.420 -0.283E-11 -0.283E-11
  -1.410 -0.210E-11 -0.210E-11
  -1.400 -0.155E-11 -0.155E-11
  -1.390 -0.669E-12 -0.669E-12
  -1.380 -0.493E-12 -0.493E-12
  -1.370 -0.105E-12 -0.105E-12
